question_id,db_id,question,predicted_sql,retrieved_tables,latency_seconds,llm_model,embedding_model,top_k,method,timestamp
1,transaction_enose,Tampilkan semua data transaksi e-nose,SELECT 1,transaction_enose,0.228,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:51.981641
2,transaction_enose,Tampilkan data e-nose yang paling baru,SELECT 1,transaction_enose,0.0038,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:51.985417
3,transaction_enose,Tampilkan data e-nose yang paling lama,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:51.985417
4,transaction_enose,Tampilkan semua transaksi e-nose untuk jenis greentea,SELECT 1,transaction_enose,0.0049,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:51.990275
5,transaction_enose,Berapa jumlah transaksi e-nose untuk jenis greentea?,SELECT 1,transaction_enose,0.002,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:51.992280
6,transaction_enose,Berapa jumlah transaksi yang dikirim oleh device e-nose_1?,SELECT 1,transaction_enose,0.004,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:51.996289
7,transaction_enose,Tampilkan transaksi e-nose yang hasil klasifikasinya 'Baik',SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:51.999406
8,transaction_enose,Tampilkan transaksi e-nose dengan multiclass A,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:51.999406
9,transaction_enose,Tampilkan transaksi e-nose pada bulan Februari 2025,SELECT 1,transaction_enose,0.0068,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.006162
10,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada tahun 2025,SELECT 1,transaction_enose,0.003,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.009146
11,transaction_enose,Kapan transaksi e-nose terakhir terjadi?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.009146
12,transaction_enose,Tampilkan transaksi e-nose yang terjadi antara jam 10:00 dan 12:00,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.011640
13,transaction_enose,Berapa score klasifikasi terendah yang pernah tercatat?,SELECT 1,transaction_enose,0.002,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.013645
14,transaction_enose,Berapa jumlah transaksi e-nose per device?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.013645
15,transaction_enose,Tampilkan jumlah transaksi e-nose dengan klasifikasi Baik dan Cacat Mutu secara bersamaan,SELECT 1,transaction_enose,0.0041,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.017789
16,transaction_enose,"Berapa jumlah transaksi e-nose untuk masing-masing multiclass (A, B, C, D, E)?",SELECT 1,transaction_enose,0.004,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.021798
17,transaction_enose,Berapa rata-rata score per jenis teh?,SELECT 1,transaction_enose,0.0018,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.023593
18,transaction_enose,Device mana yang paling sering mengirimkan data e-nose?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.023593
19,transaction_enose,Berapa jumlah transaksi e-nose per hari untuk device e-nose_1 pada bulan Juli 2025?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.023593
20,transaction_enose,Pada hari apa jumlah transaksi e-nose paling banyak?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.023593
21,transaction_enose,Berapa persentase transaksi e-nose yang terdeteksi sebagai Cacat Mutu?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.023593
22,transaction_enose,Tampilkan bulan-bulan dimana jumlah transaksi e-nose lebih dari 20,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.023593
23,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada hari dengan total transaksi terbanyak,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.023593
24,transaction_object_detection,Tampilkan semua data deteksi objek,SELECT 1,transaction_object_detection,0.004,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.041459
25,transaction_object_detection,Tampilkan 10 data deteksi objek terbaru,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.041459
26,transaction_object_detection,Tampilkan data deteksi objek yang paling baru,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.041459
27,transaction_object_detection,Tampilkan data deteksi objek yang paling lama,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.041459
28,transaction_object_detection,Apa saja jenis objek yang pernah terdeteksi?,SELECT 1,transaction_object_detection,0.0116,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.053080
29,transaction_object_detection,Tampilkan semua data deteksi untuk objek 'car',SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.053080
30,transaction_object_detection,Berapa jumlah record deteksi untuk jenis 'bus'?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.053080
31,transaction_object_detection,Tampilkan deteksi objek yang nilainya kurang dari 5,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.053080
32,transaction_object_detection,Kapan deteksi objek terakhir dilakukan?,SELECT 1,transaction_object_detection,0.0086,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.061650
33,transaction_object_detection,Berapa nilai minimum objek yang terdeteksi dalam satu snapshot?,SELECT 1,transaction_object_detection,0.002,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.063658
34,transaction_object_detection,Berapa total masing-masing jenis objek yang terdeteksi?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.063658
35,transaction_object_detection,Berapa jumlah record deteksi per jenis objek?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.063658
36,transaction_object_detection,Berapa total objek yang terdeteksi per hari?,SELECT 1,transaction_object_detection,0.0051,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.068768
37,transaction_object_detection,Berapa total objek yang terdeteksi per jam pada tanggal 19 Februari 2025?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.068768
38,transaction_object_detection,Berapa total deteksi setiap jenis objek per hari?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.068768
39,transaction_object_detection,Jenis objek apa yang paling banyak jumlah totalnya?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.068768
40,transaction_object_detection,Jenis objek apa yang paling sering muncul dalam record deteksi?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.068768
41,transaction_object_detection,Pada jam berapa deteksi people terbanyak terjadi?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.068768
42,transaction_object_detection,Berapa persentase setiap jenis objek dari total keseluruhan?,SELECT 1,transaction_object_detection,0.0157,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.084431
43,transaction_object_detection,Tampilkan total deteksi objek per jenis dari device edge_1,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.084431
44,transaction_enose + transaction_object_detection,Device apa saja yang ada di tabel e-nose tapi tidak ada di tabel object detection?,SELECT 1,"transaction_enose, transaction_object_detection",0.0105,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.094981
45,transaction_enose + transaction_object_detection,Berapa jumlah transaksi per hari dari kedua tabel digabung?,SELECT 1,"transaction_enose, transaction_object_detection",0.002,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:52.096988
