question_id,db_id,question,predicted_sql,retrieved_tables,latency_seconds,llm_model,embedding_model,top_k,method,timestamp
1,transaction_enose,Tampilkan semua data transaksi e-nose,SELECT 1,transaction_enose,0.2327,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.184246
2,transaction_enose,Tampilkan data e-nose yang paling baru,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.184246
3,transaction_enose,Tampilkan data e-nose yang paling lama,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.184246
4,transaction_enose,Tampilkan semua transaksi e-nose untuk jenis greentea,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.184246
5,transaction_enose,Berapa jumlah transaksi e-nose untuk jenis greentea?,SELECT 1,transaction_enose,0.0102,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.194427
6,transaction_enose,Berapa jumlah transaksi yang dikirim oleh device e-nose_1?,SELECT 1,transaction_enose,0.002,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.196433
7,transaction_enose,Tampilkan transaksi e-nose yang hasil klasifikasinya 'Baik',SELECT 1,transaction_enose,0.0023,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.198710
8,transaction_enose,Tampilkan transaksi e-nose dengan multiclass A,SELECT 1,transaction_enose,0.0022,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.200895
9,transaction_enose,Tampilkan transaksi e-nose pada bulan Februari 2025,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.200895
10,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada tahun 2025,SELECT 1,transaction_enose,0.0038,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.204715
11,transaction_enose,Kapan transaksi e-nose terakhir terjadi?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.204715
12,transaction_enose,Tampilkan transaksi e-nose yang terjadi antara jam 10:00 dan 12:00,SELECT 1,transaction_enose,0.0053,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.210057
13,transaction_enose,Berapa score klasifikasi terendah yang pernah tercatat?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.210057
14,transaction_enose,Berapa jumlah transaksi e-nose per device?,SELECT 1,transaction_enose,0.0046,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.214615
15,transaction_enose,Tampilkan jumlah transaksi e-nose dengan klasifikasi Baik dan Cacat Mutu secara bersamaan,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.214615
16,transaction_enose,"Berapa jumlah transaksi e-nose untuk masing-masing multiclass (A, B, C, D, E)?",SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.214615
17,transaction_enose,Berapa rata-rata score per jenis teh?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.214615
18,transaction_enose,Device mana yang paling sering mengirimkan data e-nose?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.214615
19,transaction_enose,Berapa jumlah transaksi e-nose per hari untuk device e-nose_1 pada bulan Juli 2025?,SELECT 1,transaction_enose,0.0113,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.225898
20,transaction_enose,Pada hari apa jumlah transaksi e-nose paling banyak?,SELECT 1,transaction_enose,0.002,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.227903
21,transaction_enose,Berapa persentase transaksi e-nose yang terdeteksi sebagai Cacat Mutu?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.227903
22,transaction_enose,Tampilkan bulan-bulan dimana jumlah transaksi e-nose lebih dari 20,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.227903
23,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada hari dengan total transaksi terbanyak,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.227903
24,transaction_object_detection,Tampilkan semua data deteksi objek,SELECT 1,transaction_object_detection,0.0141,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.241972
25,transaction_object_detection,Tampilkan 10 data deteksi objek terbaru,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.241972
26,transaction_object_detection,Tampilkan data deteksi objek yang paling baru,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.241972
27,transaction_object_detection,Tampilkan data deteksi objek yang paling lama,SELECT 1,transaction_object_detection,0.0066,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.248539
28,transaction_object_detection,Apa saja jenis objek yang pernah terdeteksi?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.248539
29,transaction_object_detection,Tampilkan semua data deteksi untuk objek 'car',SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.248539
30,transaction_object_detection,Berapa jumlah record deteksi untuk jenis 'bus'?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.248539
31,transaction_object_detection,Tampilkan deteksi objek yang nilainya kurang dari 5,SELECT 1,transaction_object_detection,0.0093,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.257814
32,transaction_object_detection,Kapan deteksi objek terakhir dilakukan?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.257814
33,transaction_object_detection,Berapa nilai minimum objek yang terdeteksi dalam satu snapshot?,SELECT 1,transaction_object_detection,0.0045,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.262288
34,transaction_object_detection,Berapa total masing-masing jenis objek yang terdeteksi?,SELECT 1,transaction_object_detection,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:20:56.262288
