question_id,db_id,question,predicted_sql,retrieved_tables,latency_seconds,llm_model,embedding_model,top_k,method,timestamp
1,transaction_enose,Tampilkan semua data transaksi e-nose,SELECT 1,transaction_enose,0.3613,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.278783
2,transaction_enose,Tampilkan data e-nose yang paling baru,SELECT 1,transaction_enose,0.01,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.288829
3,transaction_enose,Tampilkan data e-nose yang paling lama,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.288829
4,transaction_enose,Tampilkan semua transaksi e-nose untuk jenis greentea,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.288829
5,transaction_enose,Berapa jumlah transaksi e-nose untuk jenis greentea?,SELECT 1,transaction_enose,0.0158,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.304617
6,transaction_enose,Berapa jumlah transaksi yang dikirim oleh device e-nose_1?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.304617
7,transaction_enose,Tampilkan transaksi e-nose yang hasil klasifikasinya 'Baik',SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.304617
8,transaction_enose,Tampilkan transaksi e-nose dengan multiclass A,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.304617
9,transaction_enose,Tampilkan transaksi e-nose pada bulan Februari 2025,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.304617
10,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada tahun 2025,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.304617
11,transaction_enose,Kapan transaksi e-nose terakhir terjadi?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.304617
12,transaction_enose,Tampilkan transaksi e-nose yang terjadi antara jam 10:00 dan 12:00,SELECT 1,transaction_enose,0.0157,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.320331
13,transaction_enose,Berapa score klasifikasi terendah yang pernah tercatat?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.320331
14,transaction_enose,Berapa jumlah transaksi e-nose per device?,SELECT 1,transaction_enose,0.0,qwen2.5:3b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-04-14T13:17:21.320331
