question_id,db_id,gold_sql,predicted_sql,esm_match,exec_match,pred_syntax_valid,gold_syntax_valid,is_select1,pred_valid,gold_valid,comparison,pred_latency_ms,gold_latency_ms,pred_error,gold_error,pred_syntax_error
1,transaction_enose,SELECT * FROM transaction_enose,SELECT * FROM transaction_enose,True,True,True,True,False,True,True,match,3.98,5.199,,,
2,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,True,True,True,True,False,True,True,match,2.257,1.147,,,
3,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time ASC LIMIT 1,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,False,False,True,True,False,True,True,mismatch,1.085,1.044,,,
4,transaction_enose,SELECT * FROM transaction_enose WHERE type = 'greentea',SELECT * FROM transaction_enose WHERE type = 'greentea',True,True,True,True,False,True,True,match,4.119,3.93,,,
5,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',True,True,True,True,False,True,True,match,0.972,0.977,,,
6,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',True,True,True,True,False,True,True,match,0.944,0.894,,,
7,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Class:Baik%',"SELECT * FROM transaction_enose WHERE JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.classification')) = 'Good'",False,True,True,True,False,True,True,match,2.136,1.109,,,
8,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Multiclass:A%',"SELECT * FROM transaction_enose WHERE JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.multiclass')) = 'A'",False,True,True,True,False,True,True,match,2.09,1.325,,,
9,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2 ORDER BY date_time DESC LIMIT 50,False,False,True,True,False,True,True,mismatch,2.067,3.954,,,
10,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,True,True,True,True,False,True,True,match,4.086,4.091,,,
