question_id,db_id,gold_sql,predicted_sql,esm_match,exec_match,pred_syntax_valid,gold_syntax_valid,is_select1,pred_valid,gold_valid,comparison,pred_latency_ms,gold_latency_ms,pred_error,gold_error,pred_syntax_error
1,transaction_enose,SELECT * FROM transaction_enose,"SELECT * FROM transaction_enose WHERE device_id = 'device_id' AND type IN ('data_send', 'value') ORDER BY date_time DESC LIMIT 100",False,False,True,True,False,True,True,mismatch,1.232,4.641,,,
2,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,"SELECT * FROM transaction_enose WHERE device_id IN ('device_id') AND date_time = DATE_SUB(NOW(), INTERVAL 1 DAY)",False,False,True,True,False,True,True,mismatch,1.084,1.001,,,
3,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time ASC LIMIT 1,SELECT * FROM transaction_enose WHERE device_id = 'device_id' AND date_time > NOW(),False,False,True,True,False,True,True,mismatch,0.885,1.35,,,
4,transaction_enose,SELECT * FROM transaction_enose WHERE type = 'greentea',"SELECT user_key, device_id, date_time, type, data_send FROM transaction_enose WHERE value LIKE 'gre%'",False,False,True,True,False,True,True,mismatch,0.978,4.458,,,
5,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'greentea' AND type = 'e-nose',False,False,True,True,False,True,True,mismatch,0.693,0.923,,,
6,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',True,True,True,True,False,True,True,match,0.918,0.787,,,
7,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Class:Baik%',SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'Baik',False,False,True,True,False,True,True,mismatch,0.955,1.163,,,
8,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Multiclass:A%',"SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'A' AND type IN ('E-Nose', 'Data_Send') ORDER BY value DESC LIMIT 50",False,False,True,True,False,True,True,mismatch,0.82,1.014,,,
9,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2,SELECT COUNT(*) AS total FROM transaction_enose WHERE date_time = '2025-02-01' AND type = 'e-nose',False,False,True,True,False,True,True,mismatch,0.77,2.154,,,
10,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,SELECT COUNT(*) AS total FROM transaction_enose WHERE date_time = '2025-12-31' AND type = 'e-nose',False,False,True,True,False,True,True,mismatch,0.995,4.877,,,
11,transaction_enose,SELECT MAX(date_time) AS transaksi_terakhir FROM transaction_enose,"SELECT COUNT(*) FROM transaction_enose WHERE device_id IN ('user_key', 'device_id') AND date_time > DATE_SUB(NOW(), INTERVAL 1 DAY)",False,False,True,True,False,True,True,mismatch,0.816,0.828,,,
