question_id,db_id,gold_sql,predicted_sql,esm_match,exec_match,pred_syntax_valid,gold_syntax_valid,is_select1,pred_valid,gold_valid,comparison,pred_latency_ms,gold_latency_ms,pred_error,gold_error,pred_syntax_error
1,transaction_enose,SELECT * FROM transaction_enose,SELECT * FROM transaction_enose,True,True,True,True,False,True,True,match,1.768,1.693,,,
2,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,SELECT * FROM transaction_enose WHERE type = 'e-nose' ORDER BY created_at DESC LIMIT 1,False,False,False,True,False,False,True,pred_error,0.249,0.318,"(pymysql.err.OperationalError) (1054, ""Unknown column 'created_at' in 'order clause'"")
[SQL: SELECT * FROM transaction_enose WHERE type = 'e-nose' ORDER BY created_at DESC LIMIT 1]
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,"(pymysql.err.OperationalError) (1054, ""Unknown column 'created_at' in 'order clause'"")
[SQL: SELECT * FROM (SELECT * FROM transaction_enose WHERE type = 'e-nose' ORDER BY created_at DESC LIMIT 1) AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
3,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time ASC LIMIT 1,SELECT * FROM transaction_enose WHERE type = 'e-nose' AND value IS NULL ORDER BY date_time DESC LIMIT 1,False,False,True,True,False,True,True,mismatch,0.371,0.479,,,
4,transaction_enose,SELECT * FROM transaction_enose WHERE type = 'greentea',"SELECT transaction_enose.user_key, transaction_enose.device_id, transaction_enose.date_time, transaction_enose.type, transaction_enose.data_send, transaction_enose.value, transaction_enose.value AS greentea FROM transaction_enose WHERE transaction_enose.type = 'greentea'",False,False,True,True,False,True,True,mismatch,1.838,1.956,,,
5,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',True,True,True,True,False,True,True,match,0.342,0.619,,,
6,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',True,True,True,True,False,True,True,match,0.5,0.437,,,
7,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Class:Baik%',SELECT * FROM transaction_enose WHERE type = 'Baik',False,True,True,True,False,True,True,match,0.353,0.616,,,
8,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Multiclass:A%',SELECT * FROM transaction_enose WHERE type = 'A' AND value IS NOT NULL AND data_send IS NOT NULL,False,True,True,True,False,True,True,match,0.755,1.069,,,
9,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2 ORDER BY date_time DESC LIMIT 50,False,False,True,True,False,True,True,mismatch,1.122,1.252,,,
10,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND type = 'e-nose',False,False,True,True,False,True,True,mismatch,0.85,2.066,,,
11,transaction_enose,SELECT MAX(date_time) AS transaksi_terakhir FROM transaction_enose,SELECT DATE(max(timestamp_col)) AS last_transaction_date FROM transaction_enose ORDER BY timestamp_col DESC LIMIT 1,False,False,False,True,False,False,True,pred_error,0.337,0.466,"(pymysql.err.OperationalError) (1054, ""Unknown column 'timestamp_col' in 'field list'"")
[SQL: SELECT DATE(max(timestamp_col)) AS last_transaction_date FROM transaction_enose ORDER BY timestamp_col DESC LIMIT 1]
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,"(pymysql.err.OperationalError) (1054, ""Unknown column 'timestamp_col' in 'field list'"")
[SQL: SELECT * FROM (SELECT DATE(max(timestamp_col)) AS last_transaction_date FROM transaction_enose ORDER BY timestamp_col DESC LIMIT 1) AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
12,transaction_enose,SELECT * FROM transaction_enose WHERE TIME(date_time) BETWEEN '10:00:00' AND '12:00:00',SELECT * FROM transaction_enose WHERE date_time BETWEEN '2022-01-01 10:00:00' AND '2022-01-01 12:00:00',False,False,True,True,False,True,True,mismatch,0.647,0.965,,,
13,transaction_enose,"SELECT MIN(CAST(SUBSTRING_INDEX(SUBSTRING_INDEX(value, 'Score:', -1), ',', 1) AS DECIMAL(5,2))) AS min_score FROM transaction_enose","SELECT 'table_enose' AS source, COUNT(*) AS total FROM 'table_enose' WHERE type = 'low_score' ORDER BY total DESC LIMIT 50",False,False,False,True,False,False,True,pred_error,0.307,0.746,"(pymysql.err.ProgrammingError) (1064, ""You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ''table_enose' WHERE type = 'low_score' ORDER BY total DESC LIMIT 50' at line 1"")
[SQL: SELECT 'table_enose' AS source, COUNT(*) AS total FROM 'table_enose' WHERE type = 'low_score' ORDER BY total DESC LIMIT 50]
(Background on this error at: https://sqlalche.me/e/20/f405)",,"(pymysql.err.ProgrammingError) (1064, ""You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near ''table_enose' WHERE type = 'low_score' ORDER BY total DESC LIMIT 50) AS __syn...' at line 1"")
[SQL: SELECT * FROM (SELECT 'table_enose' AS source, COUNT(*) AS total FROM 'table_enose' WHERE type = 'low_score' ORDER BY total DESC LIMIT 50) AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/f405)"
14,transaction_enose,"SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id ORDER BY total DESC",SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id IS NOT NULL,False,False,True,True,False,True,True,mismatch,0.244,0.278,,,
15,transaction_enose,"SELECT SUM(CASE WHEN value LIKE '%Class:Baik%' THEN 1 ELSE 0 END) AS total_baik, SUM(CASE WHEN value LIKE '%Cacat Mutu%' THEN 1 ELSE 0 END) AS total_cacat_mutu FROM transaction_enose",SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'Baik' AND data_send = 'Cacat Mutu',False,False,True,True,False,True,True,mismatch,0.809,0.761,,,
16,transaction_enose,"SELECT SUM(CASE WHEN value LIKE '%Multiclass:A%' THEN 1 ELSE 0 END) AS A, SUM(CASE WHEN value LIKE '%Multiclass:B%' THEN 1 ELSE 0 END) AS B, SUM(CASE WHEN value LIKE '%Multiclass:C%' THEN 1 ELSE 0 END) AS C, SUM(CASE WHEN value LIKE '%Multiclass:D%' THEN 1 ELSE 0 END) AS D, SUM(CASE WHEN value LIKE '%Multiclass:E%' THEN 1 ELSE 0 END) AS E FROM transaction_enose","SELECT COUNT(*) AS total FROM transaction_enose WHERE type IN ('A', 'B', 'C', 'D', 'E')",False,False,True,True,False,True,True,mismatch,0.518,0.887,,,
17,transaction_enose,"SELECT type, AVG(CAST(SUBSTRING_INDEX(SUBSTRING_INDEX(value, 'Score:', -1), ',', 1) AS DECIMAL(5,2))) AS avg_score FROM transaction_enose GROUP BY type ORDER BY avg_score DESC","SELECT 'teh' AS category, AVG(value) AS average_score FROM transaction_enose WHERE type = 'teh' GROUP BY category ORDER BY average_score DESC LIMIT 50",False,False,True,True,False,True,True,mismatch,0.609,1.045,,,
18,transaction_enose,"SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id ORDER BY total DESC LIMIT 1","SELECT user_key, COUNT(*) AS total FROM transaction_enose WHERE type = 'data_send' GROUP BY user_key ORDER BY total DESC LIMIT 1",False,False,True,True,False,True,True,mismatch,15.523,0.607,,,
19,transaction_enose,"SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1' AND YEAR(date_time) = 2025 AND MONTH(date_time) = 7 GROUP BY tanggal ORDER BY tanggal",SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1' AND YEAR(date_time) = 2025 AND MONTH(date_time) = 7,False,False,True,True,False,True,True,mismatch,4.314,1.063,,,
