question_id,db_id,question,predicted_sql,retrieved_tables,latency_seconds,llm_model,embedding_model,top_k,method,timestamp
1,transaction_enose,Tampilkan semua data transaksi e-nose,SELECT * FROM transaction_enose,transaction_enose,7.5772,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:01.770723
2,transaction_enose,Tampilkan data e-nose yang paling baru,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 50,transaction_enose,0.9148,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:02.686030
3,transaction_enose,Tampilkan data e-nose yang paling lama,SELECT * FROM transaction_enose ORDER BY date_time ASC LIMIT 1,transaction_enose,0.8697,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:03.556206
4,transaction_enose,Tampilkan semua transaksi e-nose untuk jenis greentea,SELECT * FROM transaction_enose WHERE type = 'greentea',transaction_enose,0.8142,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:04.370431
5,transaction_enose,Berapa jumlah transaksi e-nose untuk jenis greentea?,SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',transaction_enose,0.8287,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:05.199115
6,transaction_enose,Berapa jumlah transaksi yang dikirim oleh device e-nose_1?,SELECT COUNT(*) FROM transaction_enose WHERE device_id = 'e-nose_1',transaction_enose,0.9042,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:06.105969
7,transaction_enose,Tampilkan transaksi e-nose yang hasil klasifikasinya 'Baik',"SELECT * FROM transaction_enose WHERE data_send LIKE '%""classification"":""Baik""%'",transaction_enose,0.8766,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:06.983098
8,transaction_enose,Tampilkan transaksi e-nose dengan multiclass A,SELECT * FROM transaction_enose WHERE type = 'multiclass A',transaction_enose,0.8637,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:07.847742
9,transaction_enose,Tampilkan transaksi e-nose pada bulan Februari 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2 ORDER BY date_time DESC,transaction_enose,1.1269,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:08.974593
10,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada tahun 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,transaction_enose,0.9149,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:09.889532
11,transaction_enose,Kapan transaksi e-nose terakhir terjadi?,SELECT MAX(date_time) AS last_transaction FROM transaction_enose,transaction_enose,0.8338,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:10.723822
12,transaction_enose,Tampilkan transaksi e-nose yang terjadi antara jam 10:00 dan 12:00,SELECT * FROM transaction_enose WHERE DATE(date_time) BETWEEN '2024-01-01 10:00:00' AND '2024-01-01 12:00:00',transaction_enose,1.5139,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:12.238195
13,transaction_enose,Berapa score klasifikasi terendah yang pernah tercatat?,SELECT MIN(value) FROM transaction_enose,transaction_enose,0.7815,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:13.019710
14,transaction_enose,Berapa jumlah transaksi e-nose per device?,"SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id",transaction_enose,0.8968,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:13.917046
15,transaction_enose,Tampilkan jumlah transaksi e-nose dengan klasifikasi Baik dan Cacat Mutu secara bersamaan,SELECT SUM(CASE WHEN type = 'Baik' THEN 1 ELSE 0 END) + SUM(CASE WHEN type = 'Cacat Mutu' THEN 1 ELSE 0 END) AS total_transaksi FROM transaction_enose,transaction_enose,1.2717,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:15.189279
16,transaction_enose,"Berapa jumlah transaksi e-nose untuk masing-masing multiclass (A, B, C, D, E)?","SELECT data_send, COUNT(*) AS total FROM transaction_enose WHERE type = 'e-nose' GROUP BY data_send IN ('A', 'B', 'C', 'D', 'E')",transaction_enose,1.5653,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:16.754536
17,transaction_enose,Berapa rata-rata score per jenis teh?,"SELECT type, AVG(value) AS average_score FROM transaction_enose GROUP BY type",transaction_enose,0.9809,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:17.735485
18,transaction_enose,Device mana yang paling sering mengirimkan data e-nose?,SELECT device_id FROM transaction_enose GROUP BY device_id ORDER BY COUNT(*) DESC LIMIT 1,transaction_enose,0.8892,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:18.624684
19,transaction_enose,Berapa jumlah transaksi e-nose per hari untuk device e-nose_1 pada bulan Juli 2025?,"SELECT DATE(date_time) AS transaction_date, COUNT(*) AS total_transactions FROM transaction_enose WHERE device_id = 'e-nose_1' AND YEAR(date_time) = 2025 AND MONTH(date_time) = 7 GROUP BY transaction_date ORDER BY transaction_date",transaction_enose,1.836,gemma3:4b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:43:20.460718
