question_id,db_id,gold_sql,predicted_sql,esm_match,exec_match,pred_syntax_valid,gold_syntax_valid,is_select1,pred_valid,gold_valid,comparison,pred_latency_ms,gold_latency_ms,pred_error,gold_error,pred_syntax_error
1,transaction_enose,SELECT * FROM transaction_enose,SELECT * FROM transaction_enose WHERE type = 'transaction',False,False,True,True,False,True,True,mismatch,0.728,2.043,,,
2,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,SELECT * FROM transaction_enose WHERE date_time = (SELECT MAX(date_time) FROM transaction_enose),False,True,True,True,False,True,True,match,1.238,0.484,,,
3,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time ASC LIMIT 1,SELECT * FROM transaction_enose WHERE date_time = (SELECT MAX(date_time) FROM transaction_enose) ORDER BY date_time DESC,False,False,True,True,False,True,True,mismatch,1.054,0.734,,,
4,transaction_enose,SELECT * FROM transaction_enose WHERE type = 'greentea',SELECT * FROM transaction_enose WHERE data_send = 'greentea',False,False,True,True,False,True,True,mismatch,0.699,1.934,,,
5,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',SELECT COUNT(*) AS total FROM transaction_enose WHERE data_send = 'greentea',False,False,True,True,False,True,True,mismatch,0.64,0.441,,,
6,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',True,True,True,True,False,True,True,match,0.453,0.429,,,
7,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Class:Baik%',SELECT * FROM transaction_enose WHERE data_send = 'Baik',False,True,True,True,False,True,True,match,0.605,0.677,,,
8,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Multiclass:A%',SELECT * FROM transaction_enose WHERE data_send = 'multiclass A',False,True,True,True,False,True,True,match,0.35,0.62,,,
9,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2,SELECT * FROM transaction_enose WHERE MONTH(date_time) = 2 AND YEAR(date_time) = 2025,True,True,True,True,False,True,True,match,0.862,0.955,,,
10,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,True,True,True,True,False,True,True,match,2.097,2.157,,,
11,transaction_enose,SELECT MAX(date_time) AS transaksi_terakhir FROM transaction_enose,SELECT MAX(date_time) FROM transaction_enose WHERE type = 'transaksi',False,False,True,True,False,True,True,mismatch,0.453,0.434,,,
12,transaction_enose,SELECT * FROM transaction_enose WHERE TIME(date_time) BETWEEN '10:00:00' AND '12:00:00',SELECT * FROM transaction_enose WHERE date_time BETWEEN '10:00:00' AND '12:00:00',False,False,True,True,False,True,True,mismatch,0.856,1.175,,,
13,transaction_enose,"SELECT MIN(CAST(SUBSTRING_INDEX(SUBSTRING_INDEX(value, 'Score:', -1), ',', 1) AS DECIMAL(5,2))) AS min_score FROM transaction_enose","SELECT MAX(value) FROM transaction_enose WHERE JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.score')) IS NOT NULL",False,False,True,True,False,True,True,mismatch,1.473,1.421,,,
14,transaction_enose,"SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id ORDER BY total DESC","SELECT device_id, COUNT(*) AS total_transactions FROM transaction_enose GROUP BY device_id",False,True,True,True,False,True,True,match,0.704,0.806,,,
15,transaction_enose,"SELECT SUM(CASE WHEN value LIKE '%Class:Baik%' THEN 1 ELSE 0 END) AS total_baik, SUM(CASE WHEN value LIKE '%Cacat Mutu%' THEN 1 ELSE 0 END) AS total_cacat_mutu FROM transaction_enose","SELECT CASE WHEN data_send = 'Baik' THEN 'Klasifikasi Baik' ELSE 'Klasifikasi Cacat' END AS classification, COUNT(*) AS total FROM transaction_enose WHERE type = 'transaksi_e_nose' GROUP BY classification ORDER BY total DESC",False,False,True,True,False,True,True,mismatch,0.513,0.474,,,
16,transaction_enose,"SELECT SUM(CASE WHEN value LIKE '%Multiclass:A%' THEN 1 ELSE 0 END) AS A, SUM(CASE WHEN value LIKE '%Multiclass:B%' THEN 1 ELSE 0 END) AS B, SUM(CASE WHEN value LIKE '%Multiclass:C%' THEN 1 ELSE 0 END) AS C, SUM(CASE WHEN value LIKE '%Multiclass:D%' THEN 1 ELSE 0 END) AS D, SUM(CASE WHEN value LIKE '%Multiclass:E%' THEN 1 ELSE 0 END) AS E FROM transaction_enose","SELECT JSON_UNQUOTE(JSON_EXTRACT(transaction_enose.data_send, '$.*[""multiclass""].value')) AS multiclass, COUNT(*) AS total_transactions FROM transaction_enose GROUP BY multicclass ORDER BY multiclass",False,False,False,True,False,False,True,pred_error,0.561,1.202,"(pymysql.err.OperationalError) (1054, ""Unknown column 'multicclass' in 'group statement'"")
[SQL: SELECT JSON_UNQUOTE(JSON_EXTRACT(transaction_enose.data_send, '$.*[""multiclass""].value')) AS multiclass, COUNT(*) AS total_transactions FROM transaction_enose GROUP BY multicclass ORDER BY multiclass]
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,"(pymysql.err.OperationalError) (1054, ""Unknown column 'multicclass' in 'group statement'"")
[SQL: SELECT * FROM (SELECT JSON_UNQUOTE(JSON_EXTRACT(transaction_enose.data_send, '$.*[""multiclass""].value')) AS multiclass, COUNT(*) AS total_transactions FROM transaction_enose GROUP BY multicclass ORDER BY multiclass) AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
17,transaction_enose,"SELECT type, AVG(CAST(SUBSTRING_INDEX(SUBSTRING_INDEX(value, 'Score:', -1), ',', 1) AS DECIMAL(5,2))) AS avg_score FROM transaction_enose GROUP BY type ORDER BY avg_score DESC","SELECT JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.category')), AVG(JSON_UNQUOTE(JSON_EXTRACT(value, '$.score'))) FROM transaction_enose GROUP BY category ORDER BY AVG(JSON_UNQUOTE(JSON_EXTRACT(value, '$.score'))) DESC",False,False,False,True,False,False,True,pred_error,0.348,1.083,"(pymysql.err.OperationalError) (1054, ""Unknown column 'category' in 'group statement'"")
[SQL: SELECT JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.category')), AVG(JSON_UNQUOTE(JSON_EXTRACT(value, '$.score'))) FROM transaction_enose GROUP BY category ORDER BY AVG(JSON_UNQUOTE(JSON_EXTRACT(value, '$.score'))) DESC]
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,"(pymysql.err.OperationalError) (1054, ""Unknown column 'category' in 'group statement'"")
[SQL: SELECT * FROM (SELECT JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.category')), AVG(JSON_UNQUOTE(JSON_EXTRACT(value, '$.score'))) FROM transaction_enose GROUP BY category ORDER BY AVG(JSON_UNQUOTE(JSON_EXTRACT(value, '$.score'))) DESC) AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
18,transaction_enose,"SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id ORDER BY total DESC LIMIT 1","SELECT device_id, COUNT(*) AS total_send FROM transaction_enose WHERE type = 'data_send' GROUP BY device_id ORDER BY total_send DESC LIMIT 50",False,False,True,True,False,True,True,mismatch,0.454,0.52,,,
19,transaction_enose,"SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1' AND YEAR(date_time) = 2025 AND MONTH(date_time) = 7 GROUP BY tanggal ORDER BY tanggal","SELECT DATE(date_time) AS transaction_date, COUNT(*) AS total_transactions FROM transaction_enose WHERE device_id = 'e-nose_1' AND MONTH(date_time) = 7 AND YEAR(date_time) = 2025 GROUP BY transaction_date ORDER BY transaction_date",False,True,True,True,False,True,True,match,0.428,0.343,,,
20,transaction_enose,"SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose GROUP BY tanggal ORDER BY total DESC LIMIT 1","SELECT DATE(date_time) AS transaction_date, COUNT(*) AS total_transactions FROM transaction_enose WHERE type = 'e-nose' GROUP BY transaction_date ORDER BY total_transactions DESC LIMIT 1",False,False,True,True,False,True,True,mismatch,0.653,0.452,,,
21,transaction_enose,"SELECT ROUND(COUNT(CASE WHEN value LIKE '%Cacat Mutu%' THEN 1 END) * 100.0 / COUNT(*), 2) AS persen_cacat_mutu FROM transaction_enose",SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM transaction_enose)) AS persentase_cacat_mutu FROM transaction_enose WHERE type = 'Cacat Mutu',False,False,True,True,False,True,True,mismatch,0.712,0.655,,,
22,transaction_enose,"SELECT DATE_FORMAT(date_time, '%Y-%m') AS bulan, COUNT(*) AS total FROM transaction_enose GROUP BY bulan HAVING total > 20 ORDER BY bulan","SELECT DATE_FORMAT(date_time, '%Y-%m') AS month, COUNT(*) AS total_transactions FROM transaction_enose WHERE value > '0' GROUP BY month HAVING total_transactions > 20",False,True,True,True,False,True,True,match,0.99,0.9,,,
23,transaction_enose,SELECT * FROM transaction_enose WHERE DATE(date_time) = (SELECT DATE(date_time) FROM transaction_enose GROUP BY DATE(date_time) ORDER BY COUNT(*) DESC LIMIT 1),"SELECT user_key, SUM(value) AS total_value FROM transaction_enose WHERE date_time = DATE(date_time) GROUP BY user_key ORDER BY total_value DESC LIMIT 50",False,False,True,True,False,True,True,mismatch,18.69,1.31,,,
24,transaction_object_detection,SELECT * FROM transaction_object_detection,SELECT * FROM transaction_object_detection WHERE device_id IN (SELECT device_id FROM device),False,True,True,True,False,True,True,match,33.707,33.708,,,
25,transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 10,"SELECT * FROM transaction_object_detection WHERE detection_time >= DATE_SUB(CURDATE(), INTERVAL 1 DAY) ORDER BY detection_time DESC LIMIT 10",False,False,True,True,False,True,True,mismatch,3.915,4.989,,,
26,transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 1,SELECT * FROM transaction_object_detection WHERE detection_time = (SELECT MAX(detection_time) FROM transaction_object_detection) ORDER BY detection_time DESC,False,False,True,True,False,True,True,mismatch,16.623,4.069,,,
27,transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time ASC LIMIT 1,SELECT * FROM transaction_object_detection WHERE detection_time = (SELECT MAX(detection_time) FROM transaction_object_detection) ORDER BY detection_time DESC,False,False,True,True,False,True,True,mismatch,12.159,3.118,,,
