question_id,db_id,gold_sql,predicted_sql,esm_match,exec_match,pred_syntax_valid,gold_syntax_valid,is_select1,pred_valid,gold_valid,comparison,pred_latency_ms,gold_latency_ms,pred_error,gold_error,pred_syntax_error
1,transaction_enose,SELECT * FROM transaction_enose,"SELECT user_key, device_id, date_time, type, JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.transaction_type')) AS transaction_type, value FROM transaction_enose",False,False,True,True,False,True,True,mismatch,2.095,1.903,,,
2,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 50,False,False,True,True,False,True,True,mismatch,1.079,0.515,,,
3,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time ASC LIMIT 1,SELECT * FROM transaction_enose ORDER BY date_time ASC LIMIT 1,True,True,True,True,False,True,True,match,0.272,0.254,,,
4,transaction_enose,SELECT * FROM transaction_enose WHERE type = 'greentea',SELECT * FROM transaction_enose WHERE type = 'greentea',True,True,True,True,False,True,True,match,1.989,1.944,,,
5,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',"SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'e-nose' AND JSON_EXTRACT(data_send, '$.type') = 'greentea'",False,False,True,True,False,True,True,mismatch,0.684,0.46,,,
6,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',True,True,True,True,False,True,True,match,0.382,0.282,,,
7,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Class:Baik%',"SELECT * FROM transaction_enose WHERE JSON_EXTRACT(data_send, '$.classification') = 'Baik'",False,True,True,True,False,True,True,match,0.417,0.425,,,
8,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Multiclass:A%',"SELECT * FROM transaction_enose WHERE type = 'multiclass A' AND JSON_EXTRACT(data_send, '$.class') = 'A'",False,True,True,True,False,True,True,match,0.316,0.298,,,
9,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2 AND type LIKE '%e-nose%' ORDER BY date_time DESC LIMIT 50,False,False,True,True,False,True,True,mismatch,0.34,1.053,,,
10,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,True,True,True,True,False,True,True,match,1.754,2.656,,,
