question_id,db_id,question,predicted_sql,retrieved_tables,latency_seconds,llm_model,embedding_model,top_k,method,timestamp
1,transaction_enose,Tampilkan semua data transaksi e-nose,SELECT * FROM transaction_enose,transaction_enose,9.1636,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:27.456272
2,transaction_enose,Tampilkan data e-nose yang paling baru,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,transaction_enose,0.5668,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:28.025693
3,transaction_enose,Tampilkan data e-nose yang paling lama,SELECT * FROM transaction_enose ORDER BY date_time ASC LIMIT 1,transaction_enose,0.5201,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:28.545752
4,transaction_enose,Tampilkan semua transaksi e-nose untuk jenis greentea,SELECT * FROM transaction_enose WHERE type = 'greentea',transaction_enose,0.5285,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:29.074214
5,transaction_enose,Berapa jumlah transaksi e-nose untuk jenis greentea?,SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',transaction_enose,0.6288,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:29.703021
6,transaction_enose,Berapa jumlah transaksi yang dikirim oleh device e-nose_1?,SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',transaction_enose,0.6924,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:30.395410
7,transaction_enose,Tampilkan transaksi e-nose yang hasil klasifikasinya 'Baik',"SELECT * FROM transaction_enose WHERE JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.classification')) = 'Baik'",transaction_enose,0.7084,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:31.103807
8,transaction_enose,Tampilkan transaksi e-nose dengan multiclass A,"SELECT * FROM transaction_enose WHERE type = 'multiclass' AND JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.label')) = 'A'",transaction_enose,0.7944,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:31.898168
9,transaction_enose,Tampilkan transaksi e-nose pada bulan Februari 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2 ORDER BY date_time DESC LIMIT 50,transaction_enose,0.9329,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:32.831042
10,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada tahun 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,transaction_enose,0.6446,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:33.475692
11,transaction_enose,Kapan transaksi e-nose terakhir terjadi?,SELECT DATE(date_time) AS transaction_date FROM transaction_enose ORDER BY date_time DESC LIMIT 1,transaction_enose,0.6226,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:34.098245
12,transaction_enose,Tampilkan transaksi e-nose yang terjadi antara jam 10:00 dan 12:00,SELECT * FROM transaction_enose WHERE DATE_TIME BETWEEN '2023-10-01 10:00:00' AND '2023-10-01 12:00:00',transaction_enose,1.2367,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:35.334936
13,transaction_enose,Berapa score klasifikasi terendah yang pernah tercatat?,"SQL: SELECT MIN(JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.score'))) AS min_score FROM transaction_enose WHERE JSON_EXTRACT(data_send, '$.score') IS NOT NULL AND JSON_EXTRACT(data_send, '$.score') != ''",transaction_enose,1.1206,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:36.455552
14,transaction_enose,Berapa jumlah transaksi e-nose per device?,"SELECT device_id, COUNT(*) AS transaction_count FROM transaction_enose GROUP BY device_id",transaction_enose,0.6608,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:37.116390
15,transaction_enose,Tampilkan jumlah transaksi e-nose dengan klasifikasi Baik dan Cacat Mutu secara bersamaan,"SELECT type, COUNT(*) AS total FROM transaction_enose WHERE type IN ('Baik', 'Cacat Mutu') GROUP BY type",transaction_enose,0.8718,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:37.988209
16,transaction_enose,"Berapa jumlah transaksi e-nose untuk masing-masing multiclass (A, B, C, D, E)?","SELECT multiclass, COUNT(*) AS total_transactions FROM (SELECT JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.multiclass')) AS multiclass FROM transaction_enose) AS enose_data GROUP BY multiclass ORDER BY total_transactions DESC",transaction_enose,1.277,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:39.267069
17,transaction_enose,Berapa rata-rata score per jenis teh?,"SELECT type, AVG(JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.score'))) AS avg_score FROM transaction_enose WHERE JSON_EXTRACT(data_send, '$.type') = 'teh' GROUP BY type ORDER BY avg_score DESC",transaction_enose,1.2321,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:40.509444
18,transaction_enose,Device mana yang paling sering mengirimkan data e-nose?,"SELECT device_id, COUNT(*) AS send_count FROM transaction_enose GROUP BY device_id ORDER BY send_count DESC LIMIT 1",transaction_enose,0.8003,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:41.309752
19,transaction_enose,Berapa jumlah transaksi e-nose per hari untuk device e-nose_1 pada bulan Juli 2025?,"SELECT COUNT(*) AS total_transactions, DATE(date_time) AS transaction_date FROM transaction_enose WHERE device_id = 'e-nose_1' AND YEAR(date_time) = 2025 AND MONTH(date_time) = 7 GROUP BY DATE(date_time)",transaction_enose,1.2974,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:42.607166
20,transaction_enose,Pada hari apa jumlah transaksi e-nose paling banyak?,"SELECT DATE(date_time) AS transaction_date, COUNT(*) AS transaction_count FROM transaction_enose GROUP BY DATE(date_time) ORDER BY transaction_count DESC LIMIT 1",transaction_enose,0.9938,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:43.600952
21,transaction_enose,Berapa persentase transaksi e-nose yang terdeteksi sebagai Cacat Mutu?,"SELECT (COUNT(*) FILTER (WHERE JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.quality')) = 'Cacat Mutu') * 100.0 / COUNT(*)) AS percentage FROM transaction_enose",transaction_enose,1.1421,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:44.743037
22,transaction_enose,Tampilkan bulan-bulan dimana jumlah transaksi e-nose lebih dari 20,"SELECT MONTH(date_time) AS month, COUNT(*) AS transaction_count FROM transaction_enose WHERE type = 'e-nose' GROUP BY MONTH(date_time) HAVING transaction_count > 20",transaction_enose,1.1027,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:45.845707
23,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada hari dengan total transaksi terbanyak,"SELECT date_time, COUNT(*) AS total_transactions FROM transaction_enose GROUP BY date_time ORDER BY total_transactions DESC LIMIT 1",transaction_enose,0.8527,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:46.698416
24,transaction_object_detection,Tampilkan semua data deteksi objek,SELECT * FROM transaction_object_detection,transaction_object_detection,0.461,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:47.159385
25,transaction_object_detection,Tampilkan 10 data deteksi objek terbaru,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 10,transaction_object_detection,0.5447,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:47.704076
26,transaction_object_detection,Tampilkan data deteksi objek yang paling baru,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 1,transaction_object_detection,0.5276,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:48.231674
27,transaction_object_detection,Tampilkan data deteksi objek yang paling lama,SELECT * FROM transaction_object_detection ORDER BY detection_time ASC LIMIT 1,transaction_object_detection,0.5459,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:48.777568
28,transaction_object_detection,Apa saja jenis objek yang pernah terdeteksi?,SELECT DISTINCT type FROM transaction_object_detection,transaction_object_detection,0.423,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:49.201060
29,transaction_object_detection,Tampilkan semua data deteksi untuk objek 'car',SELECT * FROM transaction_object_detection WHERE type = 'car',transaction_object_detection,0.5008,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:49.702776
30,transaction_object_detection,Berapa jumlah record deteksi untuk jenis 'bus'?,SELECT COUNT(*) AS total FROM transaction_object_detection WHERE type = 'bus',transaction_object_detection,0.5466,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:50.251375
31,transaction_object_detection,Tampilkan deteksi objek yang nilainya kurang dari 5,SELECT * FROM transaction_object_detection WHERE value < 5,transaction_object_detection,0.5613,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:50.812716
32,transaction_object_detection,Kapan deteksi objek terakhir dilakukan?,SELECT detection_time FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 1,transaction_object_detection,0.5767,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:51.390419
33,transaction_object_detection,Berapa nilai minimum objek yang terdeteksi dalam satu snapshot?,SQL: SELECT MIN(value) AS min_value FROM transaction_object_detection,transaction_object_detection,0.5064,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:51.897595
34,transaction_object_detection,Berapa total masing-masing jenis objek yang terdeteksi?,"SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC",transaction_object_detection,0.7254,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:52.623009
35,transaction_object_detection,Berapa jumlah record deteksi per jenis objek?,"SELECT type, COUNT(*) AS total FROM transaction_object_detection GROUP BY type",transaction_object_detection,0.6817,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:53.315211
36,transaction_object_detection,Berapa total objek yang terdeteksi per hari?,"SELECT DATE(detection_time) AS detection_date, SUM(value) AS total_objects FROM transaction_object_detection GROUP BY DATE(detection_time) ORDER BY detection_date DESC",transaction_object_detection,1.0025,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:54.317681
37,transaction_object_detection,Berapa total objek yang terdeteksi per jam pada tanggal 19 Februari 2025?,"SELECT HOUR(detection_time) AS hour, COUNT(*) AS total_objects FROM transaction_object_detection WHERE DATE(detection_time) = '2025-02-19' GROUP BY HOUR(detection_time) ORDER BY hour",transaction_object_detection,1.2429,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:55.560568
38,transaction_object_detection,Berapa total deteksi setiap jenis objek per hari?,"SELECT type, DATE(detection_time) AS detection_date, COUNT(*) AS total_detections FROM transaction_object_detection GROUP BY type, DATE(detection_time) ORDER BY type, detection_date DESC",transaction_object_detection,1.038,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:56.598572
39,transaction_object_detection,Jenis objek apa yang paling banyak jumlah totalnya?,"SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC LIMIT 1",transaction_object_detection,0.7298,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:57.328384
40,transaction_object_detection,Jenis objek apa yang paling sering muncul dalam record deteksi?,SQL: SELECT type FROM transaction_object_detection GROUP BY type ORDER BY COUNT(*) DESC LIMIT 1,transaction_object_detection,0.5761,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:57.904467
41,transaction_object_detection,Pada jam berapa deteksi people terbanyak terjadi?,"SELECT TIME(detection_time) AS hour, COUNT(*) AS total_detections FROM transaction_object_detection WHERE type = 'people' GROUP BY TIME(detection_time) ORDER BY total_detections DESC LIMIT 1",transaction_object_detection,1.1345,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:59.038985
42,transaction_object_detection,Berapa persentase setiap jenis objek dari total keseluruhan?,"SELECT type, (value * 100.0 / SUM(value) OVER ()) AS percentage FROM transaction_object_detection GROUP BY type",transaction_object_detection,0.8184,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:37:59.857378
43,transaction_object_detection,Tampilkan total deteksi objek per jenis dari device edge_1,"SELECT type, COUNT(*) AS total_detection FROM transaction_object_detection WHERE device_id = 'edge_1' GROUP BY type",transaction_object_detection,0.79,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:38:00.647426
44,transaction_enose + transaction_object_detection,Device apa saja yang ada di tabel e-nose tapi tidak ada di tabel object detection?,SELECT device_id FROM transaction_enose WHERE device_id NOT IN (SELECT device_id FROM transaction_object_detection),"transaction_enose, transaction_object_detection",0.7916,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:38:01.439068
45,transaction_enose + transaction_object_detection,Berapa jumlah transaksi per hari dari kedua tabel digabung?,"SELECT DATE(date_time) AS trans_date, COUNT(*) AS total_transactions FROM transaction_enose UNION ALL SELECT DATE(detection_time) AS trans_date, COUNT(*) AS total_transactions FROM transaction_object_detection GROUP BY trans_date","transaction_enose, transaction_object_detection",1.1756,qwen2.5:7b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:38:02.614662
