question_id,db_id,question,predicted_sql,retrieved_tables,latency_seconds,llm_model,embedding_model,top_k,method,timestamp
1,transaction_enose,Tampilkan semua data transaksi e-nose,SELECT * FROM transaction_enose,transaction_enose,9.4276,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:51.385272
2,transaction_enose,Tampilkan data e-nose yang paling baru,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,transaction_enose,0.7641,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:52.149354
3,transaction_enose,Tampilkan data e-nose yang paling lama,"SELECT * FROM transaction_enose ORDER BY JSON_EXTRACT(data_send, '$.time') DESC LIMIT 1",transaction_enose,0.9396,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:53.088976
4,transaction_enose,Tampilkan semua transaksi e-nose untuk jenis greentea,SELECT * FROM transaction_enose WHERE type = 'greentea',transaction_enose,0.7844,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:53.873373
5,transaction_enose,Berapa jumlah transaksi e-nose untuk jenis greentea?,"SELECT COUNT(*) AS total FROM transaction_enose WHERE JSON_EXTRACT(data_send, '$.type') = 'greentea'",transaction_enose,1.1273,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:55.004733
6,transaction_enose,Berapa jumlah transaksi yang dikirim oleh device e-nose_1?,SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',transaction_enose,0.9447,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:55.949385
7,transaction_enose,Tampilkan transaksi e-nose yang hasil klasifikasinya 'Baik',"SELECT * FROM transaction_enose WHERE JSON_EXTRACT(data_send, '$.classification') = 'Baik'",transaction_enose,0.9491,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:56.898523
8,transaction_enose,Tampilkan transaksi e-nose dengan multiclass A,"SELECT * FROM transaction_enose WHERE JSON_EXTRACT(data_send, '$.class') = 'A'",transaction_enose,0.9698,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:57.868307
9,transaction_enose,Tampilkan transaksi e-nose pada bulan Februari 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2,transaction_enose,1.0088,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:58.877128
10,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada tahun 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,transaction_enose,0.8381,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:17:59.716253
11,transaction_enose,Kapan transaksi e-nose terakhir terjadi?,SELECT MAX(date_time) AS last_transaction FROM transaction_enose,transaction_enose,0.6472,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:18:00.363417
12,transaction_enose,Tampilkan transaksi e-nose yang terjadi antara jam 10:00 dan 12:00,SELECT * FROM transaction_enose WHERE TIME(date_time) BETWEEN '10:00:00' AND '12:00:00',transaction_enose,1.2144,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:18:01.577865
13,transaction_enose,Berapa score klasifikasi terendah yang pernah tercatat?,"SELECT MIN(JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.score'))) AS terendah FROM transaction_enose",transaction_enose,1.0242,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:18:02.602039
14,transaction_enose,Berapa jumlah transaksi e-nose per device?,"SELECT COUNT(*) AS total FROM transaction_enose GROUP BY JSON_UNQUOTE(JSON_EXTRACT(data_send, '$.device_id'))",transaction_enose,1.0837,llama3.1:8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:18:03.685786
