question_id,db_id,question,predicted_sql,retrieved_tables,latency_seconds,llm_model,embedding_model,top_k,method,timestamp
1,transaction_enose,Tampilkan semua data transaksi e-nose,SELECT * FROM transaction_enose WHERE type = 'e-nose',transaction_enose,5.2941,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:17.839226
2,transaction_enose,Tampilkan data e-nose yang paling baru,SELECT * FROM transaction_enose WHERE type = 'e-nose' ORDER BY date_time DESC LIMIT 1,transaction_enose,0.3429,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:18.182970
3,transaction_enose,Tampilkan data e-nose yang paling lama,"SELECT user_key, device_id, date_time FROM transaction_enose ORDER BY date_time ASC LIMIT 1",transaction_enose,0.3779,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:18.561788
4,transaction_enose,Tampilkan semua transaksi e-nose untuk jenis greentea,SELECT * FROM transaction_enose WHERE type = 'green tea' ORDER BY date_time DESC LIMIT 50,transaction_enose,0.3185,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:18.880338
5,transaction_enose,Berapa jumlah transaksi e-nose untuk jenis greentea?,"SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'green tea' AND JSON_UNQUOTE(JSON_EXTRACT(data_send, ""$.type"")) = 'green tea'",transaction_enose,0.5017,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:19.382063
6,transaction_enose,Berapa jumlah transaksi yang dikirim oleh device e-nose_1?,SELECT COUNT(*) AS count FROM transaction_enose WHERE device_id = 'e-nose_1',transaction_enose,0.2931,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:19.675182
7,transaction_enose,Tampilkan transaksi e-nose yang hasil klasifikasinya 'Baik',SELECT * FROM transaction_enose WHERE type = 'Baik',transaction_enose,0.2255,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:19.900672
8,transaction_enose,Tampilkan transaksi e-nose dengan multiclass A,SELECT * FROM transaction_enose WHERE type = 'multiclass A' ORDER BY date_time DESC LIMIT 50,transaction_enose,0.331,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:20.231670
9,transaction_enose,Tampilkan transaksi e-nose pada bulan Februari 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2 ORDER BY date_time ASC LIMIT 50,transaction_enose,0.4899,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:20.721554
10,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada tahun 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND type = 'e-nose' ORDER BY date_time ASC LIMIT 50,transaction_enose,0.4783,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:21.199855
11,transaction_enose,Kapan transaksi e-nose terakhir terjadi?,SELECT MAX(date_time) AS last_transaction_time FROM transaction_enose,transaction_enose,0.2531,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:21.452914
12,transaction_enose,Tampilkan transaksi e-nose yang terjadi antara jam 10:00 dan 12:00,SELECT * FROM transaction_enose WHERE HOUR(date_time) BETWEEN 10 AND 11 ORDER BY date_time ASC LIMIT 50,transaction_enose,0.4309,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:21.883816
13,transaction_enose,Berapa score klasifikasi terendah yang pernah tercatat?,"SELECT MIN(CAST(JSON_UNQUOTE(JSON_EXTRACT(value, '$.classificationScore')) AS UNSIGNED)) AS lowest_classification_score FROM transaction_enose ORDER BY lowest_classification_score ASC LIMIT 1",transaction_enose,0.652,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:22.535856
14,transaction_enose,Berapa jumlah transaksi e-nose per device?,"SELECT device_id, COUNT(*) AS transaction_count FROM transaction_enose GROUP BY device_id",transaction_enose,0.2829,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:22.818799
15,transaction_enose,Tampilkan jumlah transaksi e-nose dengan klasifikasi Baik dan Cacat Mutu secara bersamaan,"SELECT COUNT(*) AS total FROM transaction_enose WHERE type IN ('Baik', 'Cacat Mutu')",transaction_enose,0.3126,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:23.131435
16,transaction_enose,"Berapa jumlah transaksi e-nose untuk masing-masing multiclass (A, B, C, D, E)?","SELECT type, COUNT(*) AS transaction_count FROM transaction_enose GROUP BY type ORDER BY transaction_count DESC",transaction_enose,0.3134,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:23.446409
17,transaction_enose,Berapa rata-rata score per jenis teh?,"SELECT type, AVG(CAST(JSON_UNQUOTE(JSON_EXTRACT(value, '$.score')) AS UNSIGNED)) AS average_score FROM transaction_enose GROUP BY type",transaction_enose,0.5438,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:23.990193
18,transaction_enose,Device mana yang paling sering mengirimkan data e-nose?,"SELECT device_id, COUNT(*) AS count FROM transaction_enose WHERE type = 'data_send' GROUP BY device_id ORDER BY count DESC LIMIT 1",transaction_enose,0.4295,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:24.419707
19,transaction_enose,Berapa jumlah transaksi e-nose per hari untuk device e-nose_1 pada bulan Juli 2025?,"SELECT DATE(date_time) AS day, COUNT(*) AS daily_transactions FROM transaction_enose WHERE device_id = 'e-nose_1' AND MONTH(date_time) = 7 AND YEAR(date_time) = 2025 GROUP BY day ORDER BY day ASC",transaction_enose,0.7712,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:25.190931
20,transaction_enose,Pada hari apa jumlah transaksi e-nose paling banyak?,"SELECT DATE(date_time) AS transaction_date, COUNT(*) AS transaction_count FROM transaction_enose GROUP BY DATE(date_time) ORDER BY transaction_count DESC LIMIT 1",transaction_enose,0.5087,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:25.699617
21,transaction_enose,Berapa persentase transaksi e-nose yang terdeteksi sebagai Cacat Mutu?,"SELECT ROUND((SUM(CASE WHEN type = 'Cacat Mutu' THEN value ELSE 0 END) / COUNT(*)) * 100, 2) AS percentage FROM transaction_enose",transaction_enose,0.5184,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:26.218060
22,transaction_enose,Tampilkan bulan-bulan dimana jumlah transaksi e-nose lebih dari 20,"SELECT YEAR(date_time) AS year, MONTH(date_time) AS month, COUNT(*) AS transaction_count FROM transaction_enose WHERE type = 'e-nose' GROUP BY YEAR(date_time), MONTH(date_time) HAVING COUNT(*) > 20 ORDER BY year, month DESC",transaction_enose,0.8527,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:27.070718
23,transaction_enose,Tampilkan transaksi e-nose yang terjadi pada hari dengan total transaksi terbanyak,"SELECT date_time, COUNT(*) AS total_transactions FROM transaction_enose GROUP BY DATE(date_time) ORDER BY total_transactions DESC LIMIT 1",transaction_enose,0.4714,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:27.542116
24,transaction_object_detection,Tampilkan semua data deteksi objek,SELECT * FROM transaction_object_detection,transaction_object_detection,0.2369,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:27.779013
25,transaction_object_detection,Tampilkan 10 data deteksi objek terbaru,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 10,transaction_object_detection,0.2769,phi3.5:3.8b,mxbai-embed-large,3,IMRON_MySQL_NLSQLTableQueryEngine,2026-03-06T10:13:28.055949
