question_id,db_id,gold_sql,predicted_sql,esm_match,exec_match,pred_syntax_valid,gold_syntax_valid,is_select1,pred_valid,gold_valid,comparison,pred_latency_ms,gold_latency_ms,pred_error,gold_error,pred_syntax_error
1,transaction_enose,SELECT * FROM transaction_enose,SELECT * FROM transaction_enose,True,True,True,True,False,True,True,match,2.052,2.046,,,
2,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 1,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 50,False,False,True,True,False,True,True,mismatch,1.118,0.914,,,
3,transaction_enose,SELECT * FROM transaction_enose ORDER BY date_time ASC LIMIT 1,SELECT * FROM transaction_enose ORDER BY date_time DESC LIMIT 50,False,False,True,True,False,True,True,mismatch,1.023,0.561,,,
4,transaction_enose,SELECT * FROM transaction_enose WHERE type = 'greentea',SELECT * FROM transaction_enose WHERE device_id = 'greentea',False,False,True,True,False,True,True,mismatch,0.432,2.002,,,
5,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE type = 'greentea',SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'greentea' AND type = 'e-nose',False,False,True,True,False,True,True,mismatch,0.365,0.472,,,
6,transaction_enose,SELECT COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',SELECT COUNT(value) AS total FROM transaction_enose WHERE device_id = 'e-nose_1',False,True,True,True,False,True,True,match,1.231,1.274,,,
7,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Class:Baik%',SELECT * FROM transaction_enose WHERE classification = 'Baik',False,False,False,True,False,False,True,pred_error,0.496,0.532,"(pymysql.err.OperationalError) (1054, ""Unknown column 'classification' in 'where clause'"")
[SQL: SELECT * FROM transaction_enose WHERE classification = 'Baik']
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,"(pymysql.err.OperationalError) (1054, ""Unknown column 'classification' in 'where clause'"")
[SQL: SELECT * FROM (SELECT * FROM transaction_enose WHERE classification = 'Baik') AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
8,transaction_enose,SELECT * FROM transaction_enose WHERE value LIKE '%Multiclass:A%',SELECT * FROM transaction_enose WHERE type = 'multiclass_A' ORDER BY date_time DESC LIMIT 50,False,True,True,True,False,True,True,match,0.423,0.357,,,
9,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025 AND MONTH(date_time) = 2,SELECT * FROM transaction_enose WHERE MONTH(date_time) = 2 AND YEAR(date_time) = 2025 ORDER BY date_time DESC LIMIT 50,False,False,True,True,False,True,True,mismatch,0.693,0.837,,,
10,transaction_enose,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,SELECT * FROM transaction_enose WHERE YEAR(date_time) = 2025,True,True,True,True,False,True,True,match,2.014,2.08,,,
11,transaction_enose,SELECT MAX(date_time) AS transaksi_terakhir FROM transaction_enose,SELECT MAX(date_time) AS last_transaction FROM transaction_enose,True,True,True,True,False,True,True,match,0.65,0.771,,,
12,transaction_enose,SELECT * FROM transaction_enose WHERE TIME(date_time) BETWEEN '10:00:00' AND '12:00:00',SELECT * FROM transaction_enose WHERE date_time BETWEEN '2023-10-05 10:00:00' AND '2023-10-05 12:00:00' ORDER BY date_time ASC LIMIT 50,False,False,True,True,False,True,True,mismatch,0.321,0.823,,,
13,transaction_enose,"SELECT MIN(CAST(SUBSTRING_INDEX(SUBSTRING_INDEX(value, 'Score:', -1), ',', 1) AS DECIMAL(5,2))) AS min_score FROM transaction_enose",SELECT MIN(value) AS lowest_classification_score FROM transaction_enose,False,False,True,True,False,True,True,mismatch,0.307,0.399,,,
14,transaction_enose,"SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id ORDER BY total DESC","SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id ORDER BY total DESC LIMIT 50",False,True,True,True,False,True,True,match,1.203,0.412,,,
15,transaction_enose,"SELECT SUM(CASE WHEN value LIKE '%Class:Baik%' THEN 1 ELSE 0 END) AS total_baik, SUM(CASE WHEN value LIKE '%Cacat Mutu%' THEN 1 ELSE 0 END) AS total_cacat_mutu FROM transaction_enose",SELECT COUNT(*) AS total FROM transaction_enose WHERE classification = 'Baik' OR classification = 'Cacat Mutu',False,False,False,True,False,False,True,pred_error,0.385,1.007,"(pymysql.err.OperationalError) (1054, ""Unknown column 'classification' in 'where clause'"")
[SQL: SELECT COUNT(*) AS total FROM transaction_enose WHERE classification = 'Baik' OR classification = 'Cacat Mutu']
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,"(pymysql.err.OperationalError) (1054, ""Unknown column 'classification' in 'where clause'"")
[SQL: SELECT * FROM (SELECT COUNT(*) AS total FROM transaction_enose WHERE classification = 'Baik' OR classification = 'Cacat Mutu') AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
16,transaction_enose,"SELECT SUM(CASE WHEN value LIKE '%Multiclass:A%' THEN 1 ELSE 0 END) AS A, SUM(CASE WHEN value LIKE '%Multiclass:B%' THEN 1 ELSE 0 END) AS B, SUM(CASE WHEN value LIKE '%Multiclass:C%' THEN 1 ELSE 0 END) AS C, SUM(CASE WHEN value LIKE '%Multiclass:D%' THEN 1 ELSE 0 END) AS D, SUM(CASE WHEN value LIKE '%Multiclass:E%' THEN 1 ELSE 0 END) AS E FROM transaction_enose","SELECT transaction_enose.user_key AS user, GROUP_CONCAT(DISTINCT IF(transaction_enose.type IN ('A', 'B', 'C', 'D', 'E'), transaction_enose.value, '') ORDER BY transaction_enose.type SEPARATOR ', ') AS multiclass_transactions FROM transaction_enose GROUP BY transaction_enose.user_key",False,False,True,True,False,True,True,mismatch,16.063,1.469,,,
17,transaction_enose,"SELECT type, AVG(CAST(SUBSTRING_INDEX(SUBSTRING_INDEX(value, 'Score:', -1), ',', 1) AS DECIMAL(5,2))) AS avg_score FROM transaction_enose GROUP BY type ORDER BY avg_score DESC","SELECT category, AVG(score) AS average_score FROM transaction_enose GROUP BY category ORDER BY average_score DESC",False,False,False,True,False,False,True,pred_error,0.762,1.437,"(pymysql.err.OperationalError) (1054, ""Unknown column 'category' in 'field list'"")
[SQL: SELECT category, AVG(score) AS average_score FROM transaction_enose GROUP BY category ORDER BY average_score DESC]
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,"(pymysql.err.OperationalError) (1054, ""Unknown column 'category' in 'field list'"")
[SQL: SELECT * FROM (SELECT category, AVG(score) AS average_score FROM transaction_enose GROUP BY category ORDER BY average_score DESC) AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
18,transaction_enose,"SELECT device_id, COUNT(*) AS total FROM transaction_enose GROUP BY device_id ORDER BY total DESC LIMIT 1","SELECT device_id, COUNT(*) AS count FROM transaction_enose GROUP BY device_id ORDER BY count DESC LIMIT 1",False,True,True,True,False,True,True,match,0.874,0.786,,,
19,transaction_enose,"SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose WHERE device_id = 'e-nose_1' AND YEAR(date_time) = 2025 AND MONTH(date_time) = 7 GROUP BY tanggal ORDER BY tanggal","SELECT DATE(date_time) AS date, COUNT(*) AS transactions FROM transaction_enose WHERE device_id = 'e-nose_1' AND YEAR(date_time) = 2025 AND MONTH(date_time) = 7 GROUP BY DATE(date_time) ORDER BY date",False,True,True,True,False,True,True,match,0.94,0.898,,,
20,transaction_enose,"SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose GROUP BY tanggal ORDER BY total DESC LIMIT 1","SELECT DATE(date_time) AS day, COUNT(*) AS count FROM transaction_enose GROUP BY DATE(date_time) ORDER BY count DESC LIMIT 1",False,True,True,True,False,True,True,match,0.536,0.501,,,
21,transaction_enose,"SELECT ROUND(COUNT(CASE WHEN value LIKE '%Cacat Mutu%' THEN 1 END) * 100.0 / COUNT(*), 2) AS persen_cacat_mutu FROM transaction_enose",SELECT CAST(COUNT(CASE WHEN `value` = 1 THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(`value`) AS percentage FROM transaction_enose,False,False,False,True,False,False,True,pred_error,0.628,0.903,"(pymysql.err.ProgrammingError) (1064, ""You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'REAL) * 100 / COUNT(`value`) AS percentage FROM transaction_enose' at line 1"")
[SQL: SELECT CAST(COUNT(CASE WHEN `value` = 1 THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(`value`) AS percentage FROM transaction_enose]
(Background on this error at: https://sqlalche.me/e/20/f405)",,"(pymysql.err.ProgrammingError) (1064, ""You have an error in your SQL syntax; check the manual that corresponds to your MariaDB server version for the right syntax to use near 'REAL) * 100 / COUNT(`value`) AS percentage FROM transaction_enose) AS __synta...' at line 1"")
[SQL: SELECT * FROM (SELECT CAST(COUNT(CASE WHEN `value` = 1 THEN 1 ELSE NULL END) AS REAL) * 100 / COUNT(`value`) AS percentage FROM transaction_enose) AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/f405)"
22,transaction_enose,"SELECT DATE_FORMAT(date_time, '%Y-%m') AS bulan, COUNT(*) AS total FROM transaction_enose GROUP BY bulan HAVING total > 20 ORDER BY bulan","SELECT DATE_FORMAT(date_time, '%M') AS month, COUNT(*) AS transactions FROM transaction_enose WHERE value > 20 GROUP BY month(date_time) ORDER BY transactions DESC",False,False,True,True,False,True,True,mismatch,1.074,1.108,,,
23,transaction_enose,SELECT * FROM transaction_enose WHERE DATE(date_time) = (SELECT DATE(date_time) FROM transaction_enose GROUP BY DATE(date_time) ORDER BY COUNT(*) DESC LIMIT 1),"SELECT DATE(date_time) AS day, COUNT(*) AS total FROM transaction_enose GROUP BY DATE(date_time) ORDER BY total DESC LIMIT 1",False,False,True,True,False,True,True,mismatch,0.843,1.443,,,
24,transaction_object_detection,SELECT * FROM transaction_object_detection,SELECT * FROM transaction_object_detection,True,True,True,True,False,True,True,match,35.764,41.953,,,
25,transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 10,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 10,True,True,True,True,False,True,True,match,3.048,3.537,,,
26,transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 1,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 100,False,False,True,True,False,True,True,mismatch,5.837,2.785,,,
27,transaction_object_detection,SELECT * FROM transaction_object_detection ORDER BY detection_time ASC LIMIT 1,SELECT * FROM transaction_object_detection ORDER BY detection_time DESC LIMIT 100,False,False,True,True,False,True,True,mismatch,4.009,3.707,,,
28,transaction_object_detection,SELECT DISTINCT type FROM transaction_object_detection,SELECT DISTINCT type FROM transaction_object_detection,True,True,True,True,False,True,True,match,5.389,5.636,,,
29,transaction_object_detection,SELECT * FROM transaction_object_detection WHERE type = 'car',SELECT * FROM transaction_object_detection WHERE type = 'car',True,True,True,True,False,True,True,match,7.152,5.217,,,
30,transaction_object_detection,SELECT COUNT(*) AS total_record FROM transaction_object_detection WHERE type = 'bus',SELECT COUNT(*) AS total FROM transaction_object_detection WHERE type = 'bus',True,True,True,True,False,True,True,match,3.646,3.941,,,
31,transaction_object_detection,SELECT * FROM transaction_object_detection WHERE value < 5,SELECT * FROM transaction_object_detection WHERE value < 5,True,True,True,True,False,True,True,match,31.126,32.586,,,
32,transaction_object_detection,SELECT MAX(detection_time) AS deteksi_terakhir FROM transaction_object_detection,SELECT MAX(detection_time) AS last_detection FROM transaction_object_detection,True,True,True,True,False,True,True,match,4.255,2.867,,,
33,transaction_object_detection,SELECT MIN(value) AS min_objek FROM transaction_object_detection,SELECT MIN(value) AS min_detection_value FROM transaction_object_detection,True,True,True,True,False,True,True,match,2.588,3.556,,,
34,transaction_object_detection,"SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC","SELECT type, COUNT(value) AS jumlah FROM transaction_object_detection GROUP BY type ORDER BY jumlah DESC",False,False,True,True,False,True,True,mismatch,4.923,4.983,,,
35,transaction_object_detection,"SELECT type, COUNT(*) AS jumlah_record FROM transaction_object_detection GROUP BY type ORDER BY jumlah_record DESC","SELECT type, COUNT(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC",False,True,True,True,False,True,True,match,6.068,6.151,,,
36,transaction_object_detection,"SELECT DATE(detection_time) AS tanggal, SUM(value) AS total FROM transaction_object_detection GROUP BY tanggal ORDER BY tanggal","SELECT DATE(detection_time) AS detection_date, COUNT(value) AS detected_objects FROM transaction_object_detection GROUP BY DATE(detection_time) ORDER BY detection_date DESC",False,False,True,True,False,True,True,mismatch,8.895,14.049,,,
37,transaction_object_detection,"SELECT HOUR(detection_time) AS jam, SUM(value) AS total FROM transaction_object_detection WHERE DATE(detection_time) = '2025-02-19' GROUP BY jam ORDER BY jam","SELECT DATE(detection_time) AS detection_date, COUNT(DISTINCT value) AS total_objects FROM transaction_object_detection WHERE DATE(detection_time) = '2025-02-19' GROUP BY DATE(detection_time)",False,False,True,True,False,True,True,mismatch,3.994,4.581,,,
38,transaction_object_detection,"SELECT DATE(detection_time) AS tanggal, type, SUM(value) AS total FROM transaction_object_detection GROUP BY tanggal, type ORDER BY tanggal, type","SELECT DATE(detection_time) AS detection_date, type, COUNT(value) AS detections_per_type FROM transaction_object_detection GROUP BY DATE(detection_time), type ORDER BY DATE(detection_time), type",False,False,True,True,False,True,True,mismatch,6.644,8.17,,,
39,transaction_object_detection,"SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC LIMIT 1","SELECT type, SUM(value) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC LIMIT 1",True,True,True,True,False,True,True,match,5.44,6.927,,,
40,transaction_object_detection,"SELECT type, COUNT(*) AS jumlah_record FROM transaction_object_detection GROUP BY type ORDER BY jumlah_record DESC LIMIT 1","SELECT type, COUNT(*) AS total FROM transaction_object_detection GROUP BY type ORDER BY total DESC LIMIT 1",False,True,True,True,False,True,True,match,5.804,5.94,,,
41,transaction_object_detection,"SELECT HOUR(detection_time) AS jam, SUM(value) AS total FROM transaction_object_detection WHERE type = 'people' GROUP BY jam ORDER BY total DESC LIMIT 1","SELECT DATE(detection_time) AS detection_hour, COUNT(*) AS total FROM transaction_object_detection WHERE type = 'people' GROUP BY DATE(detection_time) ORDER BY total DESC LIMIT 1",False,False,True,True,False,True,True,mismatch,7.893,4.51,,,
42,transaction_object_detection,"SELECT type, SUM(value) AS total, ROUND(SUM(value) * 100.0 / (SELECT SUM(value) FROM transaction_object_detection), 2) AS persentase FROM transaction_object_detection GROUP BY type ORDER BY total DESC","SELECT type, COUNT(*) * 100 / SUM(COUNT(*)) OVER () AS percentage FROM transaction_object_detection GROUP BY type ORDER BY percentage DESC",False,False,True,True,False,True,True,mismatch,6.188,10.759,,,
43,transaction_object_detection,"SELECT type, SUM(value) AS total FROM transaction_object_detection WHERE device_id = 'edge_1' GROUP BY type ORDER BY total DESC","SELECT type, COUNT(value) AS total FROM transaction_object_detection WHERE device_id = 'edge_1' GROUP BY type ORDER BY total DESC",False,False,True,True,False,True,True,mismatch,10.629,7.897,,,
44,transaction_enose + transaction_object_detection,SELECT DISTINCT device_id FROM transaction_enose WHERE device_id NOT IN (SELECT DISTINCT device_id FROM transaction_object_detection),SELECT DISTINCT device_id FROM transaction_enose WHERE device_id NOT IN (SELECT device_id FROM transaction_object_detection),False,True,True,True,False,True,True,match,6.197,6.177,,,
45,transaction_enose + transaction_object_detection,"SELECT tanggal, SUM(total) AS total_gabungan FROM (SELECT DATE(date_time) AS tanggal, COUNT(*) AS total FROM transaction_enose GROUP BY DATE(date_time) UNION ALL SELECT DATE(detection_time) AS tanggal, COUNT(*) AS total FROM transaction_object_detection GROUP BY DATE(detection_time)) AS gabungan GROUP BY tanggal ORDER BY tanggal","SELECT DATE(date_time) AS date, COUNT(*) AS transactions FROM transaction_enose INNER JOIN transaction_object_detection ON transaction_enose.device_id = transaction_object_detection.device_id WHERE device_id IN ('device1', 'device2') GROUP BY date ORDER BY date ASC",False,False,False,True,False,False,True,pred_error,0.448,8.384,"(pymysql.err.OperationalError) (1052, ""Column 'device_id' in where clause is ambiguous"")
[SQL: SELECT DATE(date_time) AS date, COUNT(*) AS transactions FROM transaction_enose INNER JOIN transaction_object_detection ON transaction_enose.device_id = transaction_object_detection.device_id WHERE device_id IN ('device1', 'device2') GROUP BY date ORDER BY date ASC]
(Background on this error at: https://sqlalche.me/e/20/e3q8)",,"(pymysql.err.OperationalError) (1052, ""Column 'device_id' in where clause is ambiguous"")
[SQL: SELECT * FROM (SELECT DATE(date_time) AS date, COUNT(*) AS transactions FROM transaction_enose INNER JOIN transaction_object_detection ON transaction_enose.device_id = transaction_object_detection.device_id WHERE device_id IN ('device1', 'device2') GROUP BY date ORDER BY date ASC) AS __syntax_check LIMIT 0]
(Background on this error at: https://sqlalche.me/e/20/e3q8)"
